id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
4126-RX-PP_13755,"Top Barbara","Cor: ROXO, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/11/TopBarbara_01_1000x1503.jpg,https://paolagiacomelli.com.br/produto/top-barbara/?attribute_pa_cor=roxo&attribute_pa_tamanho=pp,"Top","Paola Giacomelli",239.99BRL,in stock,4126_13164,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/11/TopBarbara_02_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/TopBarbara_03_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/TopBarbara_04_1000x1503.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,167.99BRL,new,published,,,,,,,"cor:ROSA/BRANCO/VERDE/ROXO:ROXO,tamanho:PP/P/M/G/GG:PP"
10164-RS-PP_13750,"Saia Lis","Cor: ROSA, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/11/SaiaLis_03_1000x1503.jpg,https://paolagiacomelli.com.br/produto/saia-lis/?attribute_pa_cor=rosa&attribute_pa_tamanho=pp,"Saia Longa","Paola Giacomelli",549.99BRL,in stock,10164_13159,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/11/SaiaLis_01_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/SaiaLis_02_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/SaiaLis_03_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/SaiaLis_04_1000x1503.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,384.99BRL,new,published,,,,,,,"cor:ROXO/LARANJA/ROSA/OFF:ROSA,tamanho:M/G/GG/P/PP:PP"
10161-RX-M_13747,"Saia Barbara","Cor: ROXO, Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/11/SaiaBarbara_01_1000x1503.jpg,https://paolagiacomelli.com.br/produto/saia-barbara/?attribute_pa_cor=roxo&attribute_pa_tamanho=m,"Saia Longa","Paola Giacomelli",459.99BRL,in stock,10161_13156,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/11/SaiaBarbara_02_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/SaiaBarbara_03_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/SaiaBarbara_04_1000x1503.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,321.99BRL,new,published,,,,,,,"cor:ROSA/BRANCO/VERDE/ROXO:ROXO,tamanho:PP/P/M/G/GG:M"
10161-RX-PP_13745,"Saia Barbara","Cor: ROXO, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/11/SaiaBarbara_01_1000x1503.jpg,https://paolagiacomelli.com.br/produto/saia-barbara/?attribute_pa_cor=roxo&attribute_pa_tamanho=pp,"Saia Longa","Paola Giacomelli",459.99BRL,in stock,10161_13156,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/11/SaiaBarbara_02_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/SaiaBarbara_03_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/SaiaBarbara_04_1000x1503.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,321.99BRL,new,published,,,,,,,"cor:ROSA/BRANCO/VERDE/ROXO:ROXO,tamanho:PP/P/M/G/GG:PP"
4116-RS-GG_13744,"Max Tshirt Curta","Cor: ROSA, Tamanho: GG",https://paolagiacomelli.com.br/wp-content/uploads/2021/11/TShirtCurta_06_1000x1503.jpg,https://paolagiacomelli.com.br/produto/max-tshirt-curta/?attribute_pa_cor=rosa&attribute_pa_tamanho=gg,"Blusa Manga Curta","Paola Giacomelli",139.99BRL,in stock,4116_13155,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/11/TShirtCurta_05_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/TShirtCurta_03_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/TShirtCurta_01_1000x1503.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,97.99BRL,new,published,,,,,,,"cor:ROSA PINK/VERDE/BRANCO/PRETO/ROSA:ROSA,tamanho:PP/P/M/G/GG:GG"
4116-RS-G_13743,"Max Tshirt Curta","Cor: ROSA, Tamanho: G",https://paolagiacomelli.com.br/wp-content/uploads/2021/11/TShirtCurta_06_1000x1503.jpg,https://paolagiacomelli.com.br/produto/max-tshirt-curta/?attribute_pa_cor=rosa&attribute_pa_tamanho=g,"Blusa Manga Curta","Paola Giacomelli",139.99BRL,in stock,4116_13155,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/11/TShirtCurta_05_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/TShirtCurta_03_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/TShirtCurta_01_1000x1503.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,97.99BRL,new,published,,,,,,,"cor:ROSA PINK/VERDE/BRANCO/PRETO/ROSA:ROSA,tamanho:PP/P/M/G/GG:G"
4116-RS-M_13742,"Max Tshirt Curta","Cor: ROSA, Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/11/TShirtCurta_06_1000x1503.jpg,https://paolagiacomelli.com.br/produto/max-tshirt-curta/?attribute_pa_cor=rosa&attribute_pa_tamanho=m,"Blusa Manga Curta","Paola Giacomelli",139.99BRL,in stock,4116_13155,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/11/TShirtCurta_05_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/TShirtCurta_03_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/TShirtCurta_01_1000x1503.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,97.99BRL,new,published,,,,,,,"cor:ROSA PINK/VERDE/BRANCO/PRETO/ROSA:ROSA,tamanho:PP/P/M/G/GG:M"
4116-RS-PP_13740,"Max Tshirt Curta","Cor: ROSA, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/11/TShirtCurta_06_1000x1503.jpg,https://paolagiacomelli.com.br/produto/max-tshirt-curta/?attribute_pa_cor=rosa&attribute_pa_tamanho=pp,"Blusa Manga Curta","Paola Giacomelli",139.99BRL,in stock,4116_13155,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/11/TShirtCurta_05_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/TShirtCurta_03_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/TShirtCurta_01_1000x1503.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,97.99BRL,new,published,,,,,,,"cor:ROSA PINK/VERDE/BRANCO/PRETO/ROSA:ROSA,tamanho:PP/P/M/G/GG:PP"
10145-JE-XG_13713,"Calça Jeans Mom","Cor: JEANS, Tamanho: 44",https://paolagiacomelli.com.br/wp-content/uploads/2021/11/CalcaJeansMom_03_1000x1503.jpg,https://paolagiacomelli.com.br/produto/calca-jeans-mom/?attribute_pa_cor=jeans&attribute_pa_tamanho=44,"Slim","Paola Giacomelli",379.99BRL,in stock,10145_13151,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/11/CalcaJeansMom_01_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/CalcaJeansMom_02_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/CalcaJeansMom_03_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/CalcaJeansMom_04_1000x1503.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,265.99BRL,new,published,,,,,,,"cor:JEANS:JEANS,tamanho:34/36/38/40/42/44:44"
10171-OF-PP_13693,"Vestido Ticiane","Cor: OFF, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/11/WhatsApp-Image-2022-02-08-at-08.58.40.jpeg,https://paolagiacomelli.com.br/produto/vestido-ticiane/?attribute_pa_cor=off&attribute_pa_tamanho=pp,"Vestido Longo","Paola Giacomelli",999.99BRL,in stock,10171_13183,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoTiciane_01_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoTiciane_02_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoTiciane_03_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoTiciane_04_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/WhatsApp-Image-2022-02-08-at-10.29.00.jpeg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,699.99BRL,new,staging,,,,,,,"cor:OFF/LARANJA:OFF,tamanho:M/G/GG/PP/P:PP"
10156-RO-G_13691,"Vestido Thayssa","Cor: ROSA, Tamanho: G",https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoThayssa_03_1000x1503.jpg,https://paolagiacomelli.com.br/produto/vestido-thayssa/?attribute_pa_cor=rosa&attribute_pa_tamanho=g,"Vestido Curto","Paola Giacomelli",479.99BRL,in stock,10156_13182,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoThayssa_01_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoThayssa_02_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoThayssa_03_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoThayssa_04_1000x1503.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,335.99BRL,new,published,,,,,,,"cor:ROSA/VERDE/OFF/LARANJA:ROSA,tamanho:M/G/P/PP/GG:G"
10156-OF-M_13680,"Vestido Thayssa","Cor: OFF, Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoThayssa_02_1000x1503.jpg,https://paolagiacomelli.com.br/produto/vestido-thayssa/?attribute_pa_cor=off&attribute_pa_tamanho=m,"Vestido Curto","Paola Giacomelli",479.99BRL,in stock,10156_13182,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoThayssa_01_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoThayssa_02_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoThayssa_03_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoThayssa_04_1000x1503.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,335.99BRL,new,published,,,,,,,"cor:ROSA/VERDE/OFF/LARANJA:OFF,tamanho:M/G/P/PP/GG:M"
10156-OF-PP_13678,"Vestido Thayssa","Cor: OFF, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoThayssa_02_1000x1503.jpg,https://paolagiacomelli.com.br/produto/vestido-thayssa/?attribute_pa_cor=off&attribute_pa_tamanho=pp,"Vestido Curto","Paola Giacomelli",479.99BRL,in stock,10156_13182,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoThayssa_01_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoThayssa_02_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoThayssa_03_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoThayssa_04_1000x1503.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,335.99BRL,new,published,,,,,,,"cor:ROSA/VERDE/OFF/LARANJA:OFF,tamanho:M/G/P/PP/GG:PP"
10143-PR-GG_13672,"Vestido Teodora New","Tamanho: GG",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-1.jpg,https://paolagiacomelli.com.br/produto/vestido-teodora-new/?attribute_pa_tamanho=gg,"Vestido, Vestido Longo, Vestido Longo de Alcinha","Paola Giacomelli",499.99BRL,in stock,10143_5427,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-5.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,349.99BRL,new,published,,,,,,,"tamanho:M/P/GG/G/PP:GG"
10143-PR-G_13671,"Vestido Teodora New","Tamanho: G",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-1.jpg,https://paolagiacomelli.com.br/produto/vestido-teodora-new/?attribute_pa_tamanho=g,"Vestido, Vestido Longo, Vestido Longo de Alcinha","Paola Giacomelli",499.99BRL,in stock,10143_5427,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-5.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,349.99BRL,new,published,,,,,,,"tamanho:M/P/GG/G/PP:G"
10143-PR-M_13670,"Vestido Teodora New","Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-1.jpg,https://paolagiacomelli.com.br/produto/vestido-teodora-new/?attribute_pa_tamanho=m,"Vestido, Vestido Longo, Vestido Longo de Alcinha","Paola Giacomelli",499.99BRL,in stock,10143_5427,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-5.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,349.99BRL,new,published,,,,,,,"tamanho:M/P/GG/G/PP:M"
10143-PR-P_13669,"Vestido Teodora New","Tamanho: P",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-1.jpg,https://paolagiacomelli.com.br/produto/vestido-teodora-new/?attribute_pa_tamanho=p,"Vestido, Vestido Longo, Vestido Longo de Alcinha","Paola Giacomelli",499.99BRL,in stock,10143_5427,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-5.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,349.99BRL,new,published,,,,,,,"tamanho:M/P/GG/G/PP:P"
10143-PR-PP_13668,"Vestido Teodora New","Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-1.jpg,https://paolagiacomelli.com.br/produto/vestido-teodora-new/?attribute_pa_tamanho=pp,"Vestido, Vestido Longo, Vestido Longo de Alcinha","Paola Giacomelli",499.99BRL,in stock,10143_5427,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-5.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,349.99BRL,new,published,,,,,,,"tamanho:M/P/GG/G/PP:PP"
10143-BE-GG_13667,"Vestido Teodora New","Tamanho: GG",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-1.jpg,https://paolagiacomelli.com.br/produto/vestido-teodora-new/?attribute_pa_tamanho=gg,"Vestido, Vestido Longo, Vestido Longo de Alcinha","Paola Giacomelli",499.99BRL,in stock,10143_5427,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-5.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,349.99BRL,new,published,,,,,,,"tamanho:M/P/GG/G/PP:GG"
10143-BE-G_13666,"Vestido Teodora New","Tamanho: G",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-1.jpg,https://paolagiacomelli.com.br/produto/vestido-teodora-new/?attribute_pa_tamanho=g,"Vestido, Vestido Longo, Vestido Longo de Alcinha","Paola Giacomelli",499.99BRL,in stock,10143_5427,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-5.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,349.99BRL,new,published,,,,,,,"tamanho:M/P/GG/G/PP:G"
10143-BE-M_13665,"Vestido Teodora New","Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-1.jpg,https://paolagiacomelli.com.br/produto/vestido-teodora-new/?attribute_pa_tamanho=m,"Vestido, Vestido Longo, Vestido Longo de Alcinha","Paola Giacomelli",499.99BRL,in stock,10143_5427,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-5.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,349.99BRL,new,published,,,,,,,"tamanho:M/P/GG/G/PP:M"
10143-BE-P_13664,"Vestido Teodora New","Tamanho: P",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-1.jpg,https://paolagiacomelli.com.br/produto/vestido-teodora-new/?attribute_pa_tamanho=p,"Vestido, Vestido Longo, Vestido Longo de Alcinha","Paola Giacomelli",499.99BRL,in stock,10143_5427,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-5.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,349.99BRL,new,published,,,,,,,"tamanho:M/P/GG/G/PP:P"
10143-BE-PP_13663,"Vestido Teodora New","Cor: BEGE, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-1.jpg,https://paolagiacomelli.com.br/produto/vestido-teodora-new/?attribute_pa_cor=bege&attribute_pa_tamanho=pp,"Vestido, Vestido Longo, Vestido Longo de Alcinha","Paola Giacomelli",499.99BRL,in stock,10143_5427,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-5.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,349.99BRL,new,published,,,,,,,"cor:BEGE/ROSA/VERDE:BEGE,tamanho:M/P/GG/G/PP:PP"
10143-RO-GG_13662,"Vestido Teodora New","Cor: ROSA, Tamanho: GG",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-1.jpg,https://paolagiacomelli.com.br/produto/vestido-teodora-new/?attribute_pa_cor=rosa&attribute_pa_tamanho=gg,"Vestido, Vestido Longo, Vestido Longo de Alcinha","Paola Giacomelli",499.99BRL,in stock,10143_5427,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-5.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,349.99BRL,new,published,,,,,,,"cor:BEGE/ROSA/VERDE:ROSA,tamanho:M/P/GG/G/PP:GG"
10143-RO-G_13661,"Vestido Teodora New","Cor: ROSA, Tamanho: G",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-1.jpg,https://paolagiacomelli.com.br/produto/vestido-teodora-new/?attribute_pa_cor=rosa&attribute_pa_tamanho=g,"Vestido, Vestido Longo, Vestido Longo de Alcinha","Paola Giacomelli",499.99BRL,in stock,10143_5427,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-5.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,349.99BRL,new,published,,,,,,,"cor:BEGE/ROSA/VERDE:ROSA,tamanho:M/P/GG/G/PP:G"
10143-RO-M_13660,"Vestido Teodora New","Cor: ROSA, Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-1.jpg,https://paolagiacomelli.com.br/produto/vestido-teodora-new/?attribute_pa_cor=rosa&attribute_pa_tamanho=m,"Vestido, Vestido Longo, Vestido Longo de Alcinha","Paola Giacomelli",499.99BRL,in stock,10143_5427,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-5.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,349.99BRL,new,published,,,,,,,"cor:BEGE/ROSA/VERDE:ROSA,tamanho:M/P/GG/G/PP:M"
10143-RO-PP_13658,"Vestido Teodora New","Cor: ROSA, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-1.jpg,https://paolagiacomelli.com.br/produto/vestido-teodora-new/?attribute_pa_cor=rosa&attribute_pa_tamanho=pp,"Vestido, Vestido Longo, Vestido Longo de Alcinha","Paola Giacomelli",499.99BRL,in stock,10143_5427,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Teodora-5.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,349.99BRL,new,published,,,,,,,"cor:BEGE/ROSA/VERDE:ROSA,tamanho:M/P/GG/G/PP:PP"
10155-AZ-P_13654,"Vestido Roberta","Estampa: AZUL/BEGE, Tamanho: P",https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoRoberta_01_1000x1503.jpg,https://paolagiacomelli.com.br/produto/vestido-roberta/?attribute_pa_estampa=azul-bege&attribute_pa_tamanho=p,"Vestido Midi","Paola Giacomelli",559.99BRL,in stock,10155_13181,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoRoberta_04_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoRoberta_02_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoRoberta_03_1000x1503.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,391.99BRL,new,published,,,,,,,"estampa:AZUL/BEGE:AZUL/BEGE,tamanho:PP/P/M/G/GG:P"
10155-AZ-PP_13653,"Vestido Roberta","Estampa: AZUL/BEGE, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoRoberta_01_1000x1503.jpg,https://paolagiacomelli.com.br/produto/vestido-roberta/?attribute_pa_estampa=azul-bege&attribute_pa_tamanho=pp,"Vestido Midi","Paola Giacomelli",559.99BRL,in stock,10155_13181,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoRoberta_04_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoRoberta_02_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoRoberta_03_1000x1503.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,391.99BRL,new,published,,,,,,,"estampa:AZUL/BEGE:AZUL/BEGE,tamanho:PP/P/M/G/GG:PP"
10157-OF-GG_13652,"Vestido Marina","Cor: OFF, Tamanho: GG",https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoMarina_01_1000x1503.jpg,https://paolagiacomelli.com.br/produto/vestido-marina/?attribute_pa_cor=off&attribute_pa_tamanho=gg,"Vestido Longo","Paola Giacomelli",649.99BRL,in stock,10157_13180,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoMarina_04_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoMarina_03_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoMarina_02_1000x1503.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,454.99BRL,new,published,,,,,,,"cor:BEGE/OFF:OFF,tamanho:GG/PP/P/M/G:GG"
10157-OF-G_13651,"Vestido Marina","Cor: OFF, Tamanho: G",https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoMarina_01_1000x1503.jpg,https://paolagiacomelli.com.br/produto/vestido-marina/?attribute_pa_cor=off&attribute_pa_tamanho=g,"Vestido Longo","Paola Giacomelli",649.99BRL,in stock,10157_13180,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoMarina_04_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoMarina_03_1000x1503.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/11/VestidoMarina_02_1000x1503.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,454.99BRL,new,published,,,,,,,"cor:BEGE/OFF:OFF,tamanho:GG/PP/P/M/G:G"
