cod_produto,cod_mae,cod_barras,nome_produto,categoria,subcategoria,cores,tamanho,qtde_estoque,preco-errado,preco-certo,tags,descricao_produto,imagem_produto,medidas,busto,cintura
36402,27518,2000000003146,BLUSA COM DETALHE DE TIRAS NAS MANGAS E NAS LATERAIS,CONJUNTOS,,AZUL E VERDE,G,1,33999,339.99,CONJUNTO FASHION TREND MODA >> CONJUNTOS >> POLIÉSTER + ELASTANO,27518 - BLUSA COM DETALHE DE TIRAS NAS MANGAS E NAS LATERAIS - Tam G Cor AZUL E VERDE,    ,G BUSTO 93 CM,  ,   
36403,27563,2000000003023,SAIA LONGA COM FENDA,SAIAS,LONGA,MARINHO E VERDE,P,2,33999,339.99,FASHION MODA TREND >> SAIAS >> LONGA >> ,27563 - SAIA LONGA COM FENDA - Tam P Cor MARINHO E VERDE,    ,P CINTURA 69 CM QUADRIL 99CM COMPRIMENTO 112CM,  ,   
36404,27563,2000000003030,SAIA LONGA COM FENDA,SAIAS,LONGA,MARINHO E VERDE,M,0,33999,339.99,FASHION MODA TREND >> SAIAS >> LONGA >> ,27563 - SAIA LONGA COM FENDA - Tam M Cor MARINHO E VERDE,    ,M CINTURA 73CM QUADRIL 103 CM COMPRIMENTO 113CM,  ,   
36405,27563,2000000003047,SAIA LONGA COM FENDA,SAIAS,LONGA,MARINHO E VERDE,G,1,33999,339.99,FASHION MODA TREND >> SAIAS >> LONGA >> ,27563 - SAIA LONGA COM FENDA - Tam G Cor MARINHO E VERDE,    ,G CINTURA 77CM QUADRIL 107CM COMPRIMENTO 114CM,  ,   
36406,27564,2000000002866,BLUSA CURTA OMBRO A OMBRO COM MANGA,BLUSAS,CROPPED,MARINHO E VERDE,P,2,19999,199.99,FASHION MODA TREND >> BLUSAS >> CROPPED >> 100% POLIESTER,27564 - BLUSA CURTA OMBRO A OMBRO COM MANGA - Tam P Cor MARINHO E VERDE,    ,P BUSTO 85 CM,  ,   
36407,27564,2000000002873,BLUSA CURTA OMBRO A OMBRO COM MANGA,BLUSAS,CROPPED,MARINHO E VERDE,M,2,19999,199.99,FASHION MODA TREND >> BLUSAS >> CROPPED >> 100% POLIESTER,27564 - BLUSA CURTA OMBRO A OMBRO COM MANGA - Tam M Cor MARINHO E VERDE,    ,M BUSTO 89 CM ,  ,   
36408,27564,2000000002880,BLUSA CURTA OMBRO A OMBRO COM MANGA,BLUSAS,CROPPED,MARINHO E VERDE,G,1,19999,199.99,FASHION MODA TREND >> BLUSAS >> CROPPED >> 100% POLIESTER,27564 - BLUSA CURTA OMBRO A OMBRO COM MANGA - Tam G Cor MARINHO E VERDE,    ,G BUSTO 93 CM,  ,   
36409,27566,2000000003207,BLUSA MANGA COMPRIDA COM ELASTICO COSTAS LISTRADA,BLUSAS,CROPPED,LARANJA E MARINHO,P,2,23999,239.99,FASHION MODA TREND >> BLUSAS >> CROPPED >> 100% POLIESTER,27566 - BLUSA MANGA COMPRIDA COM ELASTICO COSTAS LISTRADA - Tam P Cor LARANJA E MARINHO,    ,P BUSTO 89CM  ,  ,   
36410,27566,2000000003214,BLUSA MANGA COMPRIDA COM ELASTICO COSTAS LISTRADA,BLUSAS,CROPPED,LARANJA E MARINHO,M,2,23999,239.99,FASHION MODA TREND >> BLUSAS >> CROPPED >> 100% POLIESTER,27566 - BLUSA MANGA COMPRIDA COM ELASTICO COSTAS LISTRADA - Tam M Cor LARANJA E MARINHO,    ,M BUSTO 93 CM,  ,   
36411,27593,36411,CALÇA PANTCOURT FLORIDA COM MEIA LUA FRENTE,CALÇAS,,,,2,39999,399.99,,27593 - CALÇA PANTCOURT FLORIDA COM MEIA LUA FRENTE - Tam  Cor ,    ,,  ,   
36412,27598,2000000002965,CALÇA PANTALONA ESTAMPADA COM ZIPER LATERAL,CALÇAS,PANTALONA,MARINHO E VERDE,38,1,33999,339.99,FASHION MODA TREND >> CALÇAS >> PANTALONA >> 100% POLIESTER,27598 - CALÇA PANTALONA ESTAMPADA COM ZIPER LATERAL - Tam 038 Cor MARINHO E VERDE,    ,38 CINTURA 69 CM QUADRIL 99 CM ,  ,   
36413,27598,2000000002972,CALÇA PANTALONA ESTAMPADA COM ZIPER LATERAL,CALÇAS,PANTALONA,MARINHO E VERDE,40,2,33999,339.99,FASHION MODA TREND >> CALÇAS >> PANTALONA >> 100% POLIESTER,27598 - CALÇA PANTALONA ESTAMPADA COM ZIPER LATERAL - Tam 040 Cor MARINHO E VERDE,    ,40 CINTURA 73 CM QUADRIL 103 CM,  ,   
36414,27598,2000000002989,CALÇA PANTALONA ESTAMPADA COM ZIPER LATERAL,CALÇAS,PANTALONA,MARINHO E VERDE,42,1,33999,339.99,FASHION MODA TREND >> CALÇAS >> PANTALONA >> 100% POLIESTER,27598 - CALÇA PANTALONA ESTAMPADA COM ZIPER LATERAL - Tam 042 Cor MARINHO E VERDE,    ,42 CINTURA 77 CM QUADRIL 107 CM ,  ,   
36415,27600,2000000002934,CROPEED DE ALÇA COM DECOTE E FAIXA TRANSPASSADA,BLUSAS,CROPPED,MARINHO E VERDE,P,0,19999,199.99,FASHION MODA TREND >> BLUSAS >> CROPPED >> 100% POLIESTER,27600 - CROPEED DE ALÇA COM DECOTE E FAIXA TRANSPASSADA - Tam P Cor MARINHO E VERDE,    ,P BUSTO 89CM  ,  ,   
36416,27600,2000000002941,CROPEED DE ALÇA COM DECOTE E FAIXA TRANSPASSADA,BLUSAS,CROPPED,MARINHO E VERDE,M,3,19999,199.99,FASHION MODA TREND >> BLUSAS >> CROPPED >> 100% POLIESTER,27600 - CROPEED DE ALÇA COM DECOTE E FAIXA TRANSPASSADA - Tam M Cor MARINHO E VERDE,    ,M BUSTO 93 CM,  ,   
36417,27600,2000000002958,CROPEED DE ALÇA COM DECOTE E FAIXA TRANSPASSADA,BLUSAS,CROPPED,MARINHO E VERDE,G,1,19999,199.99,FASHION MODA TREND >> BLUSAS >> CROPPED >> 100% POLIESTER,27600 - CROPEED DE ALÇA COM DECOTE E FAIXA TRANSPASSADA - Tam G Cor MARINHO E VERDE,    ,G BUSTO 97 CM,  ,   
36418,2572010990,2000000003283,BODY I OMBRO B-0034,BLUSAS,,BEGE E MILITAR,P,1,19999,199.99,FASHION MODA TREND >> BLUSAS >> POLIÉSTER + ELASTANO,2572010990 - BODY I OMBRO B-0034 - Tam P Cor BEGE E MILITAR,    ,P BUSTO 89 CM COMPRIMENTO 54 CM ,  ,   
36419,2572010990,2000000003290,BODY I OMBRO B-0034,BLUSAS,,BEGE E MILITAR,M,1,19999,199.99,FASHION MODA TREND >> BLUSAS >> POLIÉSTER + ELASTANO,2572010990 - BODY I OMBRO B-0034 - Tam M Cor BEGE E MILITAR,    ,M BUSTO 93 CM COMPRIMENTO 55 CM,  ,   
36420,2559011990,2000000003252,SAIA CINTOS + BOTÃO F-0152,SAIAS,CURTA,GOIABA,P,1,23999,239.99,FASHION MODA TREND >> SAIAS >> CURTA >> ALGODÃO + ELASTANO,2559011990 - SAIA CINTOS + BOTÃO F-0152 - Tam P Cor GOIABA,    ,P CINTURA 72 CM QUADRIL 84 CM ,  ,   
36421,2559011990,2000000003269,SAIA CINTOS + BOTÃO F-0152,SAIAS,CURTA,PRETA,M,2,23999,239.99,FASHION MODA TREND >> SAIAS >> CURTA >> ALGODÃO + ELASTANO,2559011990 - SAIA CINTOS + BOTÃO F-0152 - Tam M Cor PRETA,    ,M CINTURA 76CM QUADRIL 94 CM ,  ,   
36422,2559011990,2000000003276,SAIA CINTOS + BOTÃO F-0152,SAIAS,CURTA,GOIABA,M,1,23999,239.99,FASHION MODA TREND >> SAIAS >> CURTA >> ALGODÃO + ELASTANO,2559011990 - SAIA CINTOS + BOTÃO F-0152 - Tam M Cor GOIABA,    ,M CINTURA 76CM QUADRIL 94 CM ,  ,   
36423,2625007990,2000000003412,MINI SAIA TRANCADA,SAIAS,CURTA,PRETA,P,1,15999,159.99,FASHION MODA TREND >> SAIAS >> CURTA >> ALGODÃO + ELASTANO,2625007990 - MINI SAIA TRANCADA - Tam P Cor PRETA,    ,,  ,   
36424,2625007990,2000000003429,MINI SAIA TRANCADA,SAIAS,CURTA,PRETA,M,1,15999,159.99,FASHION MODA TREND >> SAIAS >> CURTA >> ALGODÃO + ELASTANO,2625007990 - MINI SAIA TRANCADA - Tam M Cor PRETA,    ,,  ,   
36425,2549008990,2000000003306,BODY ABERTO LATERAL BOJO,BLUSAS,BODY,BEGE E MARINHO,P,1,18999,189.99,FASHION MODA TREND >> BLUSAS >> BODY >> POLIÉSTER + ELASTANO,2549008990 - BODY ABERTO LATERAL BOJO - Tam P Cor BEGE E MARINHO,    ,P BUSTO 89 CM COMPRIMENTO 54 CM ,  ,   
36426,2549008990,2000000003405,BODY ABERTO LATERAL BOJO,BLUSAS,BODY,BEGE E MARINHO,M,1,18999,189.99,FASHION MODA TREND >> BLUSAS >> BODY >> POLIÉSTER + ELASTANO,2549008990 - BODY ABERTO LATERAL BOJO - Tam M Cor BEGE E MARINHO,    ,M BUSTO 93 CM COMPRIMENTO 55 CM,  ,   
36427,2598014990,2000000003399,MACACÃO NEO X FRENTE O-0053,MACACÃO,,,P,1,33999,339.99,FASHION MODA TREND >> MACACÃO >> 100% VISCOSE ,2598014990 - MACACÃO NEO X FRENTE O-0053 - Tam P Cor ,    ,M BUS. 90 CM CINT.70 CM QUAD. 103 CM COMP. 161 CM,  ,   
36428,2519009990,2000000003344,BODY 3 LAÇOS CAVADO B-0093,BLUSAS,BODY,,P,1,19999,199.99,FASHION MODA TREND >> BLUSAS >> BODY >> ALGODÃO+ ELASTANO + POLIÉSTER,2519009990 - BODY 3 LAÇOS CAVADO B-0093 - Tam P Cor ,    ,P BUSTO 93 CM,  ,   
36429,2542005990,2000000003320,REGATA SUBLIMAVEL BÁSICA,BLUSAS,CROPPED,ROSA E ROXO,P,1,13999,139.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> CROPPED >> VISCOSE + ELASTANO,2542005990 - REGATA SUBLIMAVEL BÁSICA - Tam P Cor ROSA E ROXO,    ,P BUSTO 89CM  ,  ,   
36430,2542005990,2000000003337,REGATA SUBLIMAVEL BÁSICA,BLUSAS,CROPPED,ROSA E ROXO,M,1,13999,139.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> CROPPED >> VISCOSE + ELASTANO,2542005990 - REGATA SUBLIMAVEL BÁSICA - Tam M Cor ROSA E ROXO,    ,M BUSTO 93 CM,  ,   
36431,2212005990,2000000003351,T-SHIRTS DIVERSAS ESTAMPAS,,,,P,0,7999,79.99,,2212005990 - T-SHIRTS DIVERSAS ESTAMPAS - Tam P Cor ,    ,,  ,   
36432,2508009990,2000000003450,SAIA F-0150 COURO C/ RENDA,SAIAS,,LARANJA,P,1,19999,199.99,FASHION MODA TREND >> SAIAS >> POLIÉSTER + ELASTANO,2508009990 - SAIA F-0150 COURO C/ RENDA - Tam P Cor LARANJA,    ,P CINTURA 69 CM QUADRIL  99CM,  ,   
36433,2508009990,2000000003467,SAIA F-0150 COURO C/ RENDA,SAIAS,,BEGE,P,1,19999,199.99,FASHION MODA TREND >> SAIAS >> POLIÉSTER + ELASTANO,2508009990 - SAIA F-0150 COURO C/ RENDA - Tam P Cor BEGE,    ,P CINTURA 69 CM QUADRIL  99CM,  ,   
36434,2601006990,2000000003313,REGATA FRENTE UNICA V-0655,BLUSAS,REGATA,OFF,M,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> ALGODÃO+ ELASTANO + POLIÉSTER,2601006990 - REGATA FRENTE UNICA V-0655 - Tam M Cor OFF,    ,M BUSTO 93 CM,  ,   
36435,2566012990,2000000003368,VESTIDO ILHOES OMBRO X-0234,VESTIDOS,CURTO,,P,1,26999,269.99,FASHION MODA TREND >> VESTIDOS >> CURTO >> 100% POLIESTER,2566012990 - VESTIDO ILHOES OMBRO X-0234 - Tam P Cor ,    ,P BUSTO 86 CM CINTURA 74 CM COMPRIMENTO 76 CM,  ,   
36436,2532005990,2000000003443,REGATA TRAPINHO RENDA V-0625,BLUSAS,REGATA,ROSE,P,1,11999,119.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> REGATA >> 100% POLIESTER,2532005990 - REGATA TRAPINHO RENDA V-0625 - Tam P Cor ROSE,    ,P BUSTO 89CM  ,  ,   
36437,2532005990,2000000003443,REGATA TRAPINHO RENDA V-0625,BLUSAS,REGATA,2 COR,P,1,11999,119.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> REGATA >> 100% POLIESTER,2532005990 - REGATA TRAPINHO RENDA V-0625 - Tam P Cor 2 COR,    ,P BUSTO 89CM  ,  ,   
36438,2615012990,2000000003382,SAIA LONGA CREPE B CHANFRADO,SAIAS,LONGA,,M,1,27999,279.99,FASHION MODA TREND >> SAIAS >> LONGA >> POLIÉSTER + ELASTANO,2615012990 - SAIA LONGA CREPE B CHANFRADO - Tam M Cor ,    ,M CINTURA 84 CM COMP. 95CM ,  ,   
36439,162596,20000000010100,BLUSA MANGA RENDA ANJOS,BLUSAS,,OFF WHITE,P,2,17999,179.99,,162596 - BLUSA MANGA RENDA ANJOS - Tam P Cor OFF WHITE,    ,,  ,   
36440,71625925,20000000000101,BLUSA MANGA ANJOS,BLUSAS,T-SHIRT,OFF,M,0,17999,179.99,FASHION MODA TREND >> BLUSAS >> T-SHIRT >> 100% ALGODÃO,71625925 - BLUSA MANGA ANJOS - Tam M Cor OFF,    ,M BUSTO 93 CM,  ,   
36441,JH12076,2000000003498,REGATA CETIM DET RENDA,BLUSAS,REGATA,ROSE,G,2,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,JH12076 - REGATA CETIM DET RENDA - Tam G Cor ROSE,    ,G BUSTO 97 CM,  ,   
36442,JH12076,2000000003511,REGATA CETIM DET RENDA,BLUSAS,REGATA,ROSE,P,3,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,JH12076 - REGATA CETIM DET RENDA - Tam P Cor ROSE,    ,P BUSTO 89CM  ,  ,   
36443,JH12076,2000000003580,REGATA CETIM DET RENDA,BLUSAS,REGATA,OFF,P,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,JH12076 - REGATA CETIM DET RENDA - Tam P Cor OFF,    ,P BUSTO 89CM  ,  ,   
36444,JH12076,2000000003597,REGATA CETIM DET RENDA,BLUSAS,REGATA,OFF,M,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,JH12076 - REGATA CETIM DET RENDA - Tam M Cor OFF,    ,M BUSTO 93 CM,  ,   
36445,JH12076,2000000003603,REGATA CETIM DET RENDA,BLUSAS,REGATA,OFF,G,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,JH12076 - REGATA CETIM DET RENDA - Tam G Cor OFF,    ,G BUSTO 97 CM,  ,   
36446,JH12076,2000000003634,REGATA CETIM DET RENDA,BLUSAS,REGATA,PRETA,G,2,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,JH12076 - REGATA CETIM DET RENDA - Tam G Cor PRETA,    ,G BUSTO 97 CM,  ,   
36447,JH12076,2000000003641,REGATA CETIM DET RENDA,BLUSAS,REGATA,PRETA,P,2,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,JH12076 - REGATA CETIM DET RENDA - Tam P Cor PRETA,    ,P BUSTO 89CM  ,  ,   
36448,JH12076,2000000003658,REGATA CETIM DET RENDA,BLUSAS,REGATA,PRETA,M,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,JH12076 - REGATA CETIM DET RENDA - Tam M Cor PRETA,    ,M BUSTO 93 CM,  ,   
36449,JH12128,2000000003733,CONJ CALÇA E CROPPED LISTRAS,CONJUNTOS,CONJUNTO,LISTRA PRETO E VERMELHO,P,1,29999,299.99,FASHION MODA TREND >> CONJUNTOS >> CONJUNTO >> POLIAMIDA,JH12128 - CONJ CALÇA E CROPPED LISTRAS - Tam P Cor LISTRA PRETO E VERMELHO,    ,P BUSTO 94 CM CINTURA 70CM QUADRIL 98CM COMP 110CM,  ,   
36450,JH12128,2000000003740,CONJ CALÇA E CROPPED LISTRAS,CONJUNTOS,CONJUNTO,LISTRA PRETO E VERMELHO,M,1,29999,299.99,FASHION MODA TREND >> CONJUNTOS >> CONJUNTO >> POLIAMIDA,JH12128 - CONJ CALÇA E CROPPED LISTRAS - Tam M Cor LISTRA PRETO E VERMELHO,    ,M BUSTO 84CM CINTURA 76 CM COMPRIMENTO 58 CM ,  ,   
36451,JH12128,2000000003757,CONJ CALÇA E CROPPED LISTRAS,CONJUNTOS,CONJUNTO,LISTRA PRETO E VERMELHO,G,1,29999,299.99,FASHION MODA TREND >> CONJUNTOS >> CONJUNTO >> POLIAMIDA,JH12128 - CONJ CALÇA E CROPPED LISTRAS - Tam G Cor LISTRA PRETO E VERMELHO,    ,G BUSTO 102CM CINTURA 78CM QUADRIL106CM COMP.112CM,  ,   
36452,JH20171,2000000003665,CAMISA BARRA DESFIADA,CAMISAS,,JEANS,P,2,23999,239.99,FASHION MODA TREND >> CAMISAS >> ALGODÃO + ELASTANO,JH20171 - CAMISA BARRA DESFIADA - Tam P Cor JEANS,    ,P BUSTO 89CM  ,  ,   
36453,JH20173,2000000004075,CAMISA JEANS MANGA SINO,JAQUETAS,JEANS,JEANS,P,1,25999,259.99,FASHION MODA TREND >> JAQUETAS >> JEANS >> 100% ALGODÃO,JH20173 - CAMISA JEANS MANGA SINO - Tam P Cor JEANS,    ,P BUSTO 93 CM,  ,   
36454,JH20173,2000000004099,CAMISA JEANS MANGA SINO,JAQUETAS,JEANS,JEANS,M,1,25999,259.99,FASHION MODA TREND >> JAQUETAS >> JEANS >> 100% ALGODÃO,JH20173 - CAMISA JEANS MANGA SINO - Tam M Cor JEANS,    ,M BUSTO 97 CM,  ,   
36455,JH75214,2000000004020,BODY DET TRANCADO,BLUSAS,BODY,PRETO,P,1,17999,179.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> BODY >> 100% POLIESTER,JH75214 - BODY DET TRANCADO - Tam P Cor PRETO,    ,,  ,   
36456,JH75214,2000000004037,BODY DET TRANCADO,BLUSAS,BODY,PRETO,M,1,17999,179.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> BODY >> 100% POLIESTER,JH75214 - BODY DET TRANCADO - Tam M Cor PRETO,    ,,  ,   
36457,JH75350,2000000003863,MACAQUINHO LISTRAS,MACAQUINHO,,LISTRAS PRETO E BRANCO,M,1,21999,219.99,FASHION MODA TREND >> MACAQUINHO >> ALGODÃO + ELASTANO,JH75350 - MACAQUINHO LISTRAS - Tam M Cor LISTRAS PRETO E BRANCO,    ,M BUSTO 93CM CINTURA 73CM QUADRIL 103CM COMP 66CM,  ,   
36458,JH75350,2000000003870,MACAQUINHO LISTRAS,MACAQUINHO,,LISTRAS PRETO E BRANCO,P,2,21999,219.99,FASHION MODA TREND >> MACAQUINHO >> ALGODÃO + ELASTANO,JH75350 - MACAQUINHO LISTRAS - Tam P Cor LISTRAS PRETO E BRANCO,    ,P BUSTO 89CM CINTURA 69CM QUADRIL 99CM COMP. 66CM,  ,   
36459,LB1297,2000000004044,VESTIDO LONGO LISO DEC X,VESTIDOS,LONGO,CEREJA,P,1,119999,1199.99,ALL FASHION TREND MODA RENDA  >> VESTIDOS >> LONGO >> VISCOSE + POLIAMIDA ,LB1297 - VESTIDO LONGO LISO DEC X - Tam P Cor CEREJA,    ,P BUSTO 76CM  CINT 68CM QUAAD 86CM COMP 160CM,  ,   
36460,LB1297,2000000004068,VESTIDO LONGO LISO DEC X,VESTIDOS,LONGO,CEREJA,M,1,119999,1199.99,ALL FASHION TREND MODA RENDA  >> VESTIDOS >> LONGO >> VISCOSE + POLIAMIDA ,LB1297 - VESTIDO LONGO LISO DEC X - Tam M Cor CEREJA,    ,M BUSTO 80CM CINT 72CM QUAD 94CM COMP 160CM,  ,   
36461,MU10492,2000000003900,CALÇA FLARE RECORTES,CALÇAS,FLARE,JEANS,P,2,29999,299.99,FASHION MODA TREND >> CALÇAS >> FLARE >> ALGODÃO + ELASTANO,MU10492 - CALÇA FLARE RECORTES - Tam P Cor JEANS,    ,P CINTURA 68CM QUADRIL 82CM COMP. 118CM ,  ,   
36462,MU10492,2000000003917,CALÇA FLARE RECORTES,CALÇAS,FLARE,JEANS,M,2,29999,299.99,FASHION MODA TREND >> CALÇAS >> FLARE >> ALGODÃO + ELASTANO,MU10492 - CALÇA FLARE RECORTES - Tam M Cor JEANS,    ,M CINTURA 72CM QUADRIL 86CM COMP. 122CM,  ,   
36463,MU10492,2000000003924,CALÇA FLARE RECORTES,CALÇAS,FLARE,JEANS,G,1,29999,299.99,FASHION MODA TREND >> CALÇAS >> FLARE >> ALGODÃO + ELASTANO,MU10492 - CALÇA FLARE RECORTES - Tam G Cor JEANS,    ,G CINTURA 76CM QUADRIL 70CM COMP. 126CM,  ,   
36464,MU10507,2000000003696,CALÇA SKINNY JEANS DESTROYED,CALÇAS,,JEANS,P,2,29999,299.99,,MU10507 - CALÇA SKINNY JEANS DESTROYED - Tam P Cor JEANS,    ,,  ,   
36465,MU10507,2000000003719,CALÇA SKINNY JEANS DESTROYED,CALÇAS,,JEANS,G,1,29999,299.99,,MU10507 - CALÇA SKINNY JEANS DESTROYED - Tam G Cor JEANS,    ,,  ,   
36466,MU10507,2000000003726,CALÇA SKINNY JEANS DESTROYED,CALÇAS,,JEANS,M,2,29999,299.99,,MU10507 - CALÇA SKINNY JEANS DESTROYED - Tam M Cor JEANS,    ,,  ,   
36467,MU10517,2000000003931,BERMUDA ANA,SHORTS,COMPRIDO ,JEANS,P,2,23999,239.99,FASHION MODA TREND >> SHORTS >> COMPRIDO  >> 100% ALGODÃO,MU10517 - BERMUDA ANA - Tam P Cor JEANS,    ,P CINTURA 69 CM QUADRIL  99CM,  ,   
36468,MU10517,2000000003948,BERMUDA ANA,SHORTS,COMPRIDO ,JEANS,M,2,23999,239.99,FASHION MODA TREND >> SHORTS >> COMPRIDO  >> 100% ALGODÃO,MU10517 - BERMUDA ANA - Tam M Cor JEANS,    ,M CINTURA 73 CM QUADRIL 103 CM ,  ,   
36469,MXJ0313,2000000003832,JARDINEIRA RENDA MANGA SINO,MACAQUINHO,,OFF,P,2,27999,279.99,FASHION MODA TREND >> MACAQUINHO >> 100% POLIESTER,MXJ0313 - JARDINEIRA RENDA MANGA SINO - Tam P Cor OFF,    ,P BUSTO 83CM CINT. 72CM QUAD. 93CM COMP 54CM,  ,   
36470,MXJ0313,2000000003849,JARDINEIRA RENDA MANGA SINO,MACAQUINHO,,OFF,M,1,27999,279.99,FASHION MODA TREND >> MACAQUINHO >> 100% POLIESTER,MXJ0313 - JARDINEIRA RENDA MANGA SINO - Tam M Cor OFF,    ,M BUSTO 87CM CINT. 76CM QUAD. 106CM COMP 54CM,  ,   
36471,MXNK085,2000000003672,SHORTS PU BOTÕES,SHORTS,,BRANCO,P,1,19999,199.99,,MXNK085 - SHORTS PU BOTÕES - Tam P Cor BRANCO,    ,,  ,   
36472,MXNK085,2000000003689,SHORTS PU BOTÕES,SHORTS,,BRANCO,M,1,19999,199.99,,MXNK085 - SHORTS PU BOTÕES - Tam M Cor BRANCO,    ,,  ,   
36473,MXNK103,2000000003764,REGATA BÁSICA PU,VESTIDOS,CURTO,PRETA,P,1,23999,239.99,FASHION MODA TREND >> VESTIDOS >> CURTO >> ALGODAO + POLIURETANO ,MXNK103 - REGATA BÁSICA PU - Tam P Cor PRETA,    ,P BUSTO 88CM COMPRIMENTO 75CM,  ,   
36474,MXNK103,2000000003771,REGATA BÁSICA PU,VESTIDOS,CURTO,PRETA,M,1,23999,239.99,FASHION MODA TREND >> VESTIDOS >> CURTO >> ALGODAO + POLIURETANO ,MXNK103 - REGATA BÁSICA PU - Tam M Cor PRETA,    ,M BUSTO 92CM COMPRIMENTO 76CM,  ,   
36475,MXNK103,2000000003788,REGATA BÁSICA PU,VESTIDOS,CURTO,PRETA,G,1,23999,239.99,FASHION MODA TREND >> VESTIDOS >> CURTO >> ALGODAO + POLIURETANO ,MXNK103 - REGATA BÁSICA PU - Tam G Cor PRETA,    ,G BUSTO 96CM COMPRIMENTO 77CM,  ,   
36476,MXNK103,2000000003795,REGATA BÁSICA PU,VESTIDOS,CURTO,BRANCO,P,2,23999,239.99,FASHION MODA TREND >> VESTIDOS >> CURTO >> ALGODAO + POLIURETANO ,MXNK103 - REGATA BÁSICA PU - Tam P Cor BRANCO,    ,P BUSTO 88CM COMPRIMENTO 75CM,  ,   
36477,MXNK103,2000000003801,REGATA BÁSICA PU,VESTIDOS,CURTO,BRANCO,M,2,23999,239.99,FASHION MODA TREND >> VESTIDOS >> CURTO >> ALGODAO + POLIURETANO ,MXNK103 - REGATA BÁSICA PU - Tam M Cor BRANCO,    ,M BUSTO 92CM COMPRIMENTO 76CM,  ,   
36478,MXNK103,2000000003818,REGATA BÁSICA PU,VESTIDOS,CURTO,BRANCO,G,1,23999,239.99,FASHION MODA TREND >> VESTIDOS >> CURTO >> ALGODAO + POLIURETANO ,MXNK103 - REGATA BÁSICA PU - Tam G Cor BRANCO,    ,G BUSTO 96CM COMPRIMENTO 77CM,  ,   
36479,MXNK106,2000000003887,SHORTS C/ BOLSO LATERAL,SHORTS,,BRANCO,P,2,19999,199.99,ALL WHITE FASHION MODA TREND  >> SHORTS >> ,MXNK106 - SHORTS C/ BOLSO LATERAL - Tam P Cor BRANCO,    ,P CINTURA 78 CM QUADRIL  99 CM,  ,   
36480,MXNK106,2000000003894,SHORTS C/ BOLSO LATERAL,SHORTS,,BRANCO,M,1,19999,199.99,ALL WHITE FASHION MODA TREND  >> SHORTS >> ,MXNK106 - SHORTS C/ BOLSO LATERAL - Tam M Cor BRANCO,    ,M CINTURA  82 CM QUADRIL 103 CM ,  ,   
36481,MXNK206,2000000003955,CALÇA FLARE BABADO E ZIPER,CALÇAS,FLARE,PRETA,P,0,33999,339.99,FASHION MODA TREND >> CALÇAS >> FLARE >> VISCOSE+POLIAMIDA + ELASTANO,MXNK206 - CALÇA FLARE BABADO E ZIPER - Tam P Cor PRETA,    ,P CINT. 68CM QUAD.84CM COMP. 166CM ,  ,   
36482,MXNK206,2000000003962,CALÇA FLARE BABADO E ZIPER,CALÇAS,FLARE,PRETA,M,1,33999,339.99,FASHION MODA TREND >> CALÇAS >> FLARE >> VISCOSE+POLIAMIDA + ELASTANO,MXNK206 - CALÇA FLARE BABADO E ZIPER - Tam M Cor PRETA,    ,M CINT. 72CM QUAD. 88CM COMP. 167CM,  ,   
36483,MXNK206,2000000003979,CALÇA FLARE BABADO E ZIPER,CALÇAS,FLARE,PRETA,G,1,33999,339.99,FASHION MODA TREND >> CALÇAS >> FLARE >> VISCOSE+POLIAMIDA + ELASTANO,MXNK206 - CALÇA FLARE BABADO E ZIPER - Tam G Cor PRETA,    ,G CINT. 78CM QUAD. 108CM COMP. 167CM,  ,   
36484,MXNK206,2000000003986,CALÇA FLARE BABADO E ZIPER,CALÇAS,FLARE,OFF,P,1,33999,339.99,FASHION MODA TREND >> CALÇAS >> FLARE >> VISCOSE+POLIAMIDA + ELASTANO,MXNK206 - CALÇA FLARE BABADO E ZIPER - Tam P Cor OFF,    ,P CINT. 68CM QUAD.84CM COMP. 166CM ,  ,   
