cod_produto,cod_mae,cod_barras,nome_produto,categoria,subcategoria,cores,tamanho,qtde_estoque,preco-errado,preco-certo,tags,descricao_produto,imagem_produto,medidas,busto,cintura
36555,9245715,2000000004723,BLUSA,BLUSAS,,BRANCA,G,1,16999,169.99,FASHION MODA TREND >> BLUSAS >> 100% POLIESTER,9245715 - BLUSA - Tam G Cor BRANCA,    ,G BUSTO 97 CM,  ,   
36556,9245715,2000000004730,BLUSA,BLUSAS,,BRANCA,P,2,16999,169.99,FASHION MODA TREND >> BLUSAS >> 100% POLIESTER,9245715 - BLUSA - Tam P Cor BRANCA,    ,P BUSTO 89CM  ,  ,   
36557,9245715,2000000004747,BLUSA,BLUSAS,,PRETA,G,1,16999,169.99,FASHION MODA TREND >> BLUSAS >> 100% POLIESTER,9245715 - BLUSA - Tam G Cor PRETA,    ,G BUSTO 97 CM,  ,   
36558,9245715,2000000004754,BLUSA,BLUSAS,,AZUL BEBE,G,1,16999,169.99,FASHION MODA TREND >> BLUSAS >> 100% POLIESTER,9245715 - BLUSA - Tam G Cor AZUL BEBE,    ,G BUSTO 97 CM,  ,   
36559,9245715,2000000004761,BLUSA,BLUSAS,,AZUL BEBE,M,1,16999,169.99,FASHION MODA TREND >> BLUSAS >> 100% POLIESTER,9245715 - BLUSA - Tam M Cor AZUL BEBE,    ,M BUSTO 93 CM,  ,   
36560,9245715,2000000004778,BLUSA,BLUSAS,,AZUL BEBE,P,1,16999,169.99,FASHION MODA TREND >> BLUSAS >> 100% POLIESTER,9245715 - BLUSA - Tam P Cor AZUL BEBE,    ,P BUSTO 89CM  ,  ,   
36561,1246731,2000000005140,VESTIDO,VESTIDOS,CURTO,PRETO,P,2,23999,239.99,FASHION MODA TREND >> VESTIDOS >> CURTO >> POLIESTER+ VISCOSE+ELASTANO,1246731 - VESTIDO - Tam P Cor PRETO,    ,P BUSTO 89 CM CINTURA 69 CM QUADRIL 99 CM ,  ,   
36562,1246731,2000000005157,VESTIDO,VESTIDOS,CURTO,PRETO,M,2,23999,239.99,FASHION MODA TREND >> VESTIDOS >> CURTO >> POLIESTER+ VISCOSE+ELASTANO,1246731 - VESTIDO - Tam M Cor PRETO,    ,M BUSTO 93 CM CINTURA 73 CM QUADRIL 103 CM,  ,   
36563,1246731,2000000005164,VESTIDO,VESTIDOS,CURTO,PRETO,G,1,23999,239.99,FASHION MODA TREND >> VESTIDOS >> CURTO >> POLIESTER+ VISCOSE+ELASTANO,1246731 - VESTIDO - Tam G Cor PRETO,    ,G BUSTO 97CM CINTURA  77CM  QUADRIL 107CM COMP 80C,  ,   
36564,8247045,2000000005119,SHORTS,SHORTS,,BRANCO,P,2,14999,149.99,,8247045 - SHORTS - Tam P Cor BRANCO,    ,,  ,   
36565,8247045,2000000005126,SHORTS,SHORTS,,BRANCO,M,2,14999,149.99,,8247045 - SHORTS - Tam M Cor BRANCO,    ,,  ,   
36566,8247045,2000000005133,SHORTS,SHORTS,,BRANCO,G,1,14999,149.99,,8247045 - SHORTS - Tam G Cor BRANCO,    ,,  ,   
36567,1245730,2000000005201,TOP,BOLSAS,CROPPED,PRETO,P,6,13999,139.99,FASHION MODA TREND >> BOLSAS >> CROPPED >> POLIÉSTER + ELASTANO,1245730 - TOP - Tam P Cor PRETO,    ,P BUSTO 89CM  ,  ,   
36568,1245730,2000000005225,TOP,BOLSAS,CROPPED,PRETO,G,2,13999,139.99,FASHION MODA TREND >> BOLSAS >> CROPPED >> POLIÉSTER + ELASTANO,1245730 - TOP - Tam G Cor PRETO,    ,G BUSTO 97 CM,  ,   
36569,1245730,2000000005232,TOP,BOLSAS,CROPPED,PRETO,M,4,13999,139.99,FASHION MODA TREND >> BOLSAS >> CROPPED >> POLIÉSTER + ELASTANO,1245730 - TOP - Tam M Cor PRETO,    ,M BUSTO 93 CM,  ,   
36570,1247260,2000000005089,CROPPED,BLUSAS,CROPPED,BRANCO,P,2,13999,139.99,ALL WHITE FASHION MODA TREND  >> BLUSAS >> CROPPED >> POLIESTER+ VISCOSE+ELASTANO,1247260 - CROPPED - Tam P Cor BRANCO,    ,P BUSTO 89CM  ,  ,   
36571,1247260,2000000005096,CROPPED,BLUSAS,CROPPED,BRANCO,M,2,13999,139.99,ALL WHITE FASHION MODA TREND  >> BLUSAS >> CROPPED >> POLIESTER+ VISCOSE+ELASTANO,1247260 - CROPPED - Tam M Cor BRANCO,    ,M BUSTO 93 CM,  ,   
36572,1247260,2000000005102,CROPPED,BLUSAS,CROPPED,BRANCO,G,1,13999,139.99,ALL WHITE FASHION MODA TREND  >> BLUSAS >> CROPPED >> POLIESTER+ VISCOSE+ELASTANO,1247260 - CROPPED - Tam G Cor BRANCO,    ,G BUSTO 97 CM,  ,   
36573,1246693,2000000004983,T-SHIRT,BLUSAS,T-SHIRT,PRETA,P,1,11999,119.99,ALL WHITE FASHION MODA TREND  >> BLUSAS >> T-SHIRT >> ALGODÃO+ ELASTANO + POLIÉSTER,1246693 - T-SHIRT - Tam P Cor PRETA,    ,P BUSTO 89CM  ,  ,   
36574,1246693,2000000005003,T-SHIRT,BLUSAS,T-SHIRT,PRETA,G,1,11999,119.99,ALL WHITE FASHION MODA TREND  >> BLUSAS >> T-SHIRT >> ALGODÃO+ ELASTANO + POLIÉSTER,1246693 - T-SHIRT - Tam G Cor PRETA,    ,G BUSTO 97 CM,  ,   
36575,1246693,2000000005010,T-SHIRT,BLUSAS,T-SHIRT,PRETA,M,1,11999,119.99,ALL WHITE FASHION MODA TREND  >> BLUSAS >> T-SHIRT >> ALGODÃO+ ELASTANO + POLIÉSTER,1246693 - T-SHIRT - Tam M Cor PRETA,    ,M BUSTO 93 CM,  ,   
36576,8247120,2000000005249,BLUSA,BLUSAS,REGATA,PRETA,P,2,19999,199.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,8247120 - BLUSA - Tam P Cor PRETA,    ,P BUSTO 89CM  ,  ,   
36577,8247120,2000000005256,BLUSA,BLUSAS,REGATA,PRETA,M,1,19999,199.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,8247120 - BLUSA - Tam M Cor PRETA,    ,M BUSTO 93 CM,  ,   
36578,1247392,2000000005171,VESTIDO,VESTIDOS,MIDI,LISTRADO,P,3,23999,239.99,FASHION MODA TREND >> VESTIDOS >> MIDI >> 100% POLIESTER,1247392 - VESTIDO - Tam P Cor LISTRADO,    ,P BUSTO 90CM QUADRIL 96CM COMPRIMENTO 141CM ,  ,   
36579,1247392,2000000005188,VESTIDO,VESTIDOS,MIDI,LISTRADO,M,3,23999,239.99,FASHION MODA TREND >> VESTIDOS >> MIDI >> 100% POLIESTER,1247392 - VESTIDO - Tam M Cor LISTRADO,    ,M BUSTO 94CM QUADRIL 100CM COMPRIMENTO 145CM,  ,   
36580,1247392,2000000005195,VESTIDO,VESTIDOS,MIDI,LISTRADO,G,3,23999,239.99,FASHION MODA TREND >> VESTIDOS >> MIDI >> 100% POLIESTER,1247392 - VESTIDO - Tam G Cor LISTRADO,    ,G BUSTO 98CM QUADRIL 104CM COMPRIMENTO 149CM ,  ,   
36581,1247340,2000000004822,CALÇA,CALÇAS,JEANS,JEANS,P,3,34999,349.99,FASHION MODA TREND >> CALÇAS >> JEANS >> ,1247340 - CALÇA - Tam P Cor JEANS,    ,P CINTURA 69 CM QUADRIL  99CM,  ,   
36582,1247340,2000000004839,CALÇA,CALÇAS,JEANS,JEANS,M,2,34999,349.99,FASHION MODA TREND >> CALÇAS >> JEANS >> ,1247340 - CALÇA - Tam M Cor JEANS,    ,M CINTURA 73 CM QUADRIL 103 CM ,  ,   
36583,1247340,2000000004846,CALÇA,CALÇAS,JEANS,JEANS,G,3,34999,349.99,FASHION MODA TREND >> CALÇAS >> JEANS >> ,1247340 - CALÇA - Tam G Cor JEANS,    ,G CINTURA 77 CM QUADRIL 107 CM ,  ,   
36584,1246540,2000000004853,SHORTS,SHORTS,CURTO,LARANJA,P,2,15999,159.99,FASHION MODA TREND >> SHORTS >> CURTO >> POLIESTER+ VISCOSE+ELASTANO,1246540 - SHORTS - Tam P Cor LARANJA,    ,P CINT. 68CM QUAD.84CM COMP. 166CM ,  ,   
36585,1246540,2000000004860,SHORTS,SHORTS,CURTO,LARANJA,M,2,15999,159.99,FASHION MODA TREND >> SHORTS >> CURTO >> POLIESTER+ VISCOSE+ELASTANO,1246540 - SHORTS - Tam M Cor LARANJA,    ,M CINT. 72CM QUAD. 88CM COMP. 167CM,  ,   
36586,1246540,2000000004877,SHORTS,SHORTS,CURTO,LARANJA,G,1,15999,159.99,FASHION MODA TREND >> SHORTS >> CURTO >> POLIESTER+ VISCOSE+ELASTANO,1246540 - SHORTS - Tam G Cor LARANJA,    ,G CINT. 78CM QUAD. 108CM COMP. 167CM,  ,   
36587,1246540,2000000004884,SHORTS,SHORTS,CURTO,AMARELO,G,1,15999,159.99,FASHION MODA TREND >> SHORTS >> CURTO >> POLIESTER+ VISCOSE+ELASTANO,1246540 - SHORTS - Tam G Cor AMARELO,    ,G CINT. 78CM QUAD. 108CM COMP. 167CM,  ,   
36588,1246540,2000000004891,SHORTS,SHORTS,CURTO,AMARELO,M,2,15999,159.99,FASHION MODA TREND >> SHORTS >> CURTO >> POLIESTER+ VISCOSE+ELASTANO,1246540 - SHORTS - Tam M Cor AMARELO,    ,M CINT. 72CM QUAD. 88CM COMP. 167CM,  ,   
36589,1246540,2000000004907,SHORTS,SHORTS,CURTO,AMARELO,P,2,15999,159.99,FASHION MODA TREND >> SHORTS >> CURTO >> POLIESTER+ VISCOSE+ELASTANO,1246540 - SHORTS - Tam P Cor AMARELO,    ,P CINT. 68CM QUAD.84CM COMP. 166CM ,  ,   
36590,1245963,2000000004785,BLUSA,BLUSAS,OMBRO A OMBRO,ROSA BEBE,P,2,12999,129.99,FASHION MODA TREND >> BLUSAS >> OMBRO A OMBRO >> ALGODÃO + POLIÉSTER,1245963 - BLUSA - Tam P Cor ROSA BEBE,    ,P BUSTO 89CM  ,  ,   
36591,1245963,2000000004792,BLUSA,BLUSAS,OMBRO A OMBRO,ROSA BEBE,M,2,12999,129.99,FASHION MODA TREND >> BLUSAS >> OMBRO A OMBRO >> ALGODÃO + POLIÉSTER,1245963 - BLUSA - Tam M Cor ROSA BEBE,    ,M BUSTO 93 CM,  ,   
36592,1245963,2000000004808,BLUSA,BLUSAS,OMBRO A OMBRO,BRANCA,P,2,12999,129.99,FASHION MODA TREND >> BLUSAS >> OMBRO A OMBRO >> ALGODÃO + POLIÉSTER,1245963 - BLUSA - Tam P Cor BRANCA,    ,P BUSTO 89CM  ,  ,   
36593,1245963,2000000004815,BLUSA,BLUSAS,OMBRO A OMBRO,BRANCA,M,2,12999,129.99,FASHION MODA TREND >> BLUSAS >> OMBRO A OMBRO >> ALGODÃO + POLIÉSTER,1245963 - BLUSA - Tam M Cor BRANCA,    ,M BUSTO 93 CM,  ,   
36594,24537,2000000005027,BLUSA,BLUSAS,REGATA,BRANCA,P,4,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,24537 - BLUSA - Tam P Cor BRANCA,    ,P BUSTO 89CM  ,  ,   
36595,24537,2000000005034,BLUSA,BLUSAS,REGATA,BRANCA,M,4,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,24537 - BLUSA - Tam M Cor BRANCA,    ,M BUSTO 93 CM,  ,   
36596,24537,2000000005041,BLUSA,BLUSAS,REGATA,BRANCA,G,4,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,24537 - BLUSA - Tam G Cor BRANCA,    ,G BUSTO 97 CM,  ,   
36597,24537,2000000005058,BLUSA,BLUSAS,REGATA,PRETA,G,4,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,24537 - BLUSA - Tam G Cor PRETA,    ,G BUSTO 97 CM,  ,   
36598,24537,2000000005065,BLUSA,BLUSAS,REGATA,PRETA,M,3,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,24537 - BLUSA - Tam M Cor PRETA,    ,M BUSTO 93 CM,  ,   
36599,24537,2000000005072,BLUSA,BLUSAS,REGATA,PRETA,P,4,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,24537 - BLUSA - Tam P Cor PRETA,    ,P BUSTO 89CM  ,  ,   
36600,9247050,2000000004914,BLUSA,BLUSAS,REGATA,AZUL BEBE,P,3,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,9247050 - BLUSA - Tam P Cor AZUL BEBE,    ,P BUSTO 89CM  ,  ,   
36601,9247050,2000000004921,BLUSA,BLUSAS,REGATA,AZUL BEBE,M,2,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,9247050 - BLUSA - Tam M Cor AZUL BEBE,    ,M BUSTO 93 CM,  ,   
36602,9247050,2000000004938,BLUSA,BLUSAS,REGATA,ROSA BEBE,M,2,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,9247050 - BLUSA - Tam M Cor ROSA BEBE,    ,M BUSTO 93 CM,  ,   
36603,9247050,2000000004945,BLUSA,BLUSAS,REGATA,ROSA BEBE,P,3,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,9247050 - BLUSA - Tam P Cor ROSA BEBE,    ,P BUSTO 89CM  ,  ,   
36604,9247050,2000000004952,BLUSA,BLUSAS,REGATA,BRANCA,P,3,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,9247050 - BLUSA - Tam P Cor BRANCA,    ,P BUSTO 89CM  ,  ,   
36605,9247050,2000000004969,BLUSA,BLUSAS,REGATA,BRANCA,M,2,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,9247050 - BLUSA - Tam M Cor BRANCA,    ,M BUSTO 93 CM,  ,   
36606,9247050,2000000004976,BLUSA,BLUSAS,REGATA,BRANCA,G,2,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,9247050 - BLUSA - Tam G Cor BRANCA,    ,G BUSTO 97 CM,  ,   
36607,61630550,20000005555555,CALÇA CIRRE AZUL,CALÇAS,, ,G,1,25999,259.99,,61630550 - CALÇA CIRRE AZUL - Tam G Cor  ,    ,,  ,   
36608,CO008009,2000000005423,CONJUNTO GABI,CONJUNTOS,CONJUNTO,ANIMAL PRINT,P,2,34999,349.99,FASHION MODA TREND >> CONJUNTOS >> CONJUNTO >> 100% VISCOSE ,CO008009 - CONJUNTO GABI - Tam P Cor ANIMAL PRINT,    ,P BUSTO 86CM CINTURA 82 COMPRIMENTO 123CM,  ,   
36609,CO008009,2000000005430,CONJUNTO GABI,CONJUNTOS,CONJUNTO,ANIMAL PRINT,M,1,34999,349.99,FASHION MODA TREND >> CONJUNTOS >> CONJUNTO >> 100% VISCOSE ,CO008009 - CONJUNTO GABI - Tam M Cor ANIMAL PRINT,    ,M BUSTO 90CM CINTURA 86 COMPRIMENTO 127CM,  ,   
36610,MC008008,2000000005362,MACACÃO GISETE,MACACÃO,MACACÃO,FLORAL LARANJA,P,1,39999,399.99,CONJUNTO FASHION TREND MODA >> MACACÃO >> MACACÃO >> POLIÉSTER + ELASTANO,MC008008 - MACACÃO GISETE - Tam P Cor FLORAL LARANJA,    ,P BUSTO 88CM CINT. 80CM QUAD. 96CM COMP.149CM ,  ,   
36611,MC008008,2000000005386,MACACÃO GISETE,MACACÃO,MACACÃO,FLORAL LARANJA,G,1,39999,399.99,CONJUNTO FASHION TREND MODA >> MACACÃO >> MACACÃO >> POLIÉSTER + ELASTANO,MC008008 - MACACÃO GISETE - Tam G Cor FLORAL LARANJA,    ,G BUSTO 96CM CINT. 88CM QUAD. 104CM COMP.157CM ,  ,   
36612,VE008008,2000000005393,VESTIDO EVELIN,VESTIDOS,VESTIDOS,FLORAL LARANJA,P,1,37999,379.99,FASHION MODA TREND >> VESTIDOS >> VESTIDOS >> POLIÉSTER + ELASTANO,VE008008 - VESTIDO EVELIN - Tam P Cor FLORAL LARANJA,    ,P BUSTO 76CM  CINTURA 66CM QUADRIL 88CM COMP. 80CM,  ,   
36613,VE008008,2000000005409,VESTIDO EVELIN,VESTIDOS,VESTIDOS,FLORAL LARANJA,M,1,37999,379.99,FASHION MODA TREND >> VESTIDOS >> VESTIDOS >> POLIÉSTER + ELASTANO,VE008008 - VESTIDO EVELIN - Tam M Cor FLORAL LARANJA,    ,M BUSTO 80CM  CINTURA 70CM QUADRIL 92CM COMP. 84CM,  ,   
36614,VE008008,2000000005416,VESTIDO EVELIN,VESTIDOS,VESTIDOS,FLORAL LARANJA,G,1,37999,379.99,FASHION MODA TREND >> VESTIDOS >> VESTIDOS >> POLIÉSTER + ELASTANO,VE008008 - VESTIDO EVELIN - Tam G Cor FLORAL LARANJA,    ,G BUSTO 84CM  CINTURA74 CM QUADRIL 96CM COMP. 82CM,  ,   
36615,109,2000000005447,SAIA TELA LONGA VERAO 2018,SAIAS,LONGA,PRETA,P,1,27999,279.99,FASHION MODA TREND >> SAIAS >> LONGA >> POLIAMIDA + POLIÉSTER,109 - SAIA TELA LONGA VERAO 2018 - Tam P Cor PRETA,    ,P CINT. 64CM QUAD. 82CM COMP. 114CM,  ,   
36616,109,2000000005461,SAIA TELA LONGA VERAO 2018,SAIAS,LONGA,PRETA,M,1,27999,279.99,FASHION MODA TREND >> SAIAS >> LONGA >> POLIAMIDA + POLIÉSTER,109 - SAIA TELA LONGA VERAO 2018 - Tam M Cor PRETA,    ,M CINT. 68CM QUAD. 86CM COMP.115CM,  ,   
36617,114,2000000005478,CALÇA PEDACOS VERAO 2018,CALÇAS,CALÇAS,PRETA,P,1,39999,399.99,FASHION MODA TREND >> CALÇAS >> CALÇAS >> POLIÉSTER + ELASTANO,114 - CALÇA PEDACOS VERAO 2018 - Tam P Cor PRETA,    ,P CINTURA 69 CM QUADRIL  99CM,  ,   
36618,114,2000000005485,CALÇA PEDACOS VERAO 2018,CALÇAS,CALÇAS,PRETA,M,1,39999,399.99,FASHION MODA TREND >> CALÇAS >> CALÇAS >> POLIÉSTER + ELASTANO,114 - CALÇA PEDACOS VERAO 2018 - Tam M Cor PRETA,    ,M CINTURA 73 CM QUADRIL 103 CM ,  ,   
36619,121,2000000005492,BATA 7 BORDADO,BLUSAS,OMBRO A OMBRO,BRANCA,P,1,34999,349.99,FASHION MODA TREND >> BLUSAS >> OMBRO A OMBRO >> ALGODÃO + POLIÉSTER,121 - BATA 7 BORDADO - Tam P Cor BRANCA,    ,P BUSTO 89CM  ,  ,   
36620,121,2000000005508,BATA 7 BORDADO,BLUSAS,OMBRO A OMBRO,BRANCA,M,1,34999,349.99,FASHION MODA TREND >> BLUSAS >> OMBRO A OMBRO >> ALGODÃO + POLIÉSTER,121 - BATA 7 BORDADO - Tam M Cor BRANCA,    ,M BUSTO 93 CM,  ,   
36621,107,2000000005515,CALÇA ILHOS FLARE VERAO 2018,CALÇAS,FLARE,BRANCA,P,1,39999,399.99,FASHION MODA TREND >> CALÇAS >> FLARE >> 100% POLIESTER,107 - CALÇA ILHOS FLARE VERAO 2018 - Tam P Cor BRANCA,    ,P CINTURA 78 CM QUADRIL  99 CM,  ,   
36622,107,2000000005522,CALÇA ILHOS FLARE VERAO 2018,CALÇAS,FLARE,PRETA,P,1,39999,399.99,FASHION MODA TREND >> CALÇAS >> FLARE >> 100% POLIESTER,107 - CALÇA ILHOS FLARE VERAO 2018 - Tam P Cor PRETA,    ,P CINTURA 78 CM QUADRIL  99 CM,  ,   
36623,107,2000000005539,CALÇA ILHOS FLARE VERAO 2018,CALÇAS,FLARE,PRETA,M,1,39999,399.99,FASHION MODA TREND >> CALÇAS >> FLARE >> 100% POLIESTER,107 - CALÇA ILHOS FLARE VERAO 2018 - Tam M Cor PRETA,    ,M CINTURA 73 CM QUADRIL 103 CM ,  ,   
36624,61625523,2000000005577,BLUSA RENDA DUAS CINTA-LAÇO COMPOS,BLUSAS,REGATA,VERDE,P,1,19999,199.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,61625523 - BLUSA RENDA DUAS CINTA-LAÇO COMPOS - Tam P Cor VERDE,    ,P BUSTO 89CM  ,  ,   
36625,41630608,2000000005546,TSHIRT APLICAÇÃO PLUMAS METÁLICO,BLUSAS,T-SHIRT,OFF,P,1,19999,199.99,FASHION MODA TREND >> BLUSAS >> T-SHIRT >> VISCOSE + ELASTANO,41630608 - TSHIRT APLICAÇÃO PLUMAS METÁLICO - Tam P Cor OFF,    ,P BUSTO 89CM  ,  ,   
36626,41630608,2000000005553,TSHIRT APLICAÇÃO PLUMAS METÁLICO,BLUSAS,T-SHIRT,OFF,M,1,19999,199.99,FASHION MODA TREND >> BLUSAS >> T-SHIRT >> VISCOSE + ELASTANO,41630608 - TSHIRT APLICAÇÃO PLUMAS METÁLICO - Tam M Cor OFF,    ,M BUSTO 93 CM,  ,   
36627,41630608,2000000005560,TSHIRT APLICAÇÃO PLUMAS METÁLICO,BLUSAS,T-SHIRT,OFF,G,1,19999,199.99,FASHION MODA TREND >> BLUSAS >> T-SHIRT >> VISCOSE + ELASTANO,41630608 - TSHIRT APLICAÇÃO PLUMAS METÁLICO - Tam G Cor OFF,    ,G BUSTO 97 CM,  ,   
36628,222211,2000000005614,T-SHIRT LADY GAGA,BLUSAS,T-SHIRT,OFF,P,1,17999,179.99,FASHION MODA TREND >> BLUSAS >> T-SHIRT >> ALGODÃO+ ELASTANO + POLIÉSTER,222211 - T-SHIRT LADY GAGA - Tam P Cor OFF,    ,P BUSTO 89CM  ,  ,   
36629,222211,2000000005621,T-SHIRT LADY GAGA,BLUSAS,T-SHIRT,PRETA,M,1,17999,179.99,FASHION MODA TREND >> BLUSAS >> T-SHIRT >> ALGODÃO+ ELASTANO + POLIÉSTER,222211 - T-SHIRT LADY GAGA - Tam M Cor PRETA,    ,M BUSTO 93 CM,  ,   
36630,222211,2000000005638,T-SHIRT LADY GAGA,BLUSAS,T-SHIRT,PRETA,G,1,17999,179.99,FASHION MODA TREND >> BLUSAS >> T-SHIRT >> ALGODÃO+ ELASTANO + POLIÉSTER,222211 - T-SHIRT LADY GAGA - Tam G Cor PRETA,    ,G BUSTO 97 CM,  ,   
36631,332076,2000000005706,VESTIDO RENDA,VESTIDOS,CURTO,,M,1,47999,479.99,ALL FASHION TREND MODA RENDA  >> VESTIDOS >> CURTO >> POLIAMIDA + POLIÉSTER,332076 - VESTIDO RENDA - Tam M Cor ,    ,M BUSTO 88CM CINT 72CM QUAD 102CM COMP 86CM,  ,   
36632,3219,2000000005645,VESTIDO BORDADO TULE C/ FRANJA,VESTIDOS,VESTIDOS,PRETO,P,1,39999,399.99,FASHION MODA TREND >> VESTIDOS >> VESTIDOS >> 100% POLIESTER,3219 - VESTIDO BORDADO TULE C/ FRANJA - Tam P Cor PRETO,    ,P BUSTO 86 CM CINT. 80 CM QUAD. 96 CM COMP. 81 CM,  ,   
36633,3219,2000000005652,VESTIDO BORDADO TULE C/ FRANJA,VESTIDOS,VESTIDOS,PRETO,M,1,39999,399.99,FASHION MODA TREND >> VESTIDOS >> VESTIDOS >> 100% POLIESTER,3219 - VESTIDO BORDADO TULE C/ FRANJA - Tam M Cor PRETO,    ,M BUSTO 90 CM CINT. 84 CM QUAD. 100CM COMP.  82 CM,  ,   
36634,3221,2000000005584,VESTIDO RENDA C/ COLMEIA,VESTIDOS,CURTO,PRETO,P,1,36999,369.99,ALL FASHION TREND MODA RENDA  >> VESTIDOS >> CURTO >> 100% POLIESTER,3221 - VESTIDO RENDA C/ COLMEIA - Tam P Cor PRETO,    ,P BUSTO 89 CM CINTURA 69 CM QUADRIL 99 CM ,  ,   
36635,3221,2000000005591,VESTIDO RENDA C/ COLMEIA,VESTIDOS,CURTO,PRETO,M,1,36999,369.99,ALL FASHION TREND MODA RENDA  >> VESTIDOS >> CURTO >> 100% POLIESTER,3221 - VESTIDO RENDA C/ COLMEIA - Tam M Cor PRETO,    ,M BUSTO 93 CM CINTURA 73 CM QUADRIL 103 CM,  ,   
36636,333066,2000000005607,VESTIDO FRENTE UNICA,VESTIDOS,CURTO,PRETO,M,1,38999,389.99,ALL FASHION TREND MODA RENDA  >> VESTIDOS >> CURTO >> POLIAMIDA + POLIÉSTER,333066 - VESTIDO FRENTE UNICA - Tam M Cor PRETO,    ,M BUSTO 93 CM CINTURA 73 CM QUADRIL 103 CM,  ,   
36637,433095,2000000005669,VESTIDO UM OMBRO,VESTIDOS,CURTO,,P,1,38999,389.99,FASHION MODA TREND >> VESTIDOS >> CURTO >> POLIÉSTER + ELASTANO,433095 - VESTIDO UM OMBRO - Tam P Cor ,    ,P BUSTO 89 CM CINTURA 69 CM QUADRIL 99 CM ,  ,   
36638,433095,2000000005676,VESTIDO UM OMBRO,VESTIDOS,CURTO,,M,1,38999,389.99,FASHION MODA TREND >> VESTIDOS >> CURTO >> POLIÉSTER + ELASTANO,433095 - VESTIDO UM OMBRO - Tam M Cor ,    ,M BUSTO 93 CM CINTURA 73 CM QUADRIL 103 CM,  ,   
36639,333169,2000000005690,CONJUNTO TELA BORDADO,CONJUNTOS,,,P,2,48999,489.99,,333169 - CONJUNTO TELA BORDADO - Tam P Cor ,    ,,  ,   
36640,1A180022,2000000006482,COLETE COMPRIDO ALÇA ALGODAO,COLETE,,PRETA,P,1,33999,339.99,FASHION MODA TREND >> COLETE >> POLIESTER + VISCOSE,1A180022 - COLETE COMPRIDO ALÇA ALGODAO - Tam P Cor PRETA,    ,P BUSTO 89CM  ,  ,   
36641,1B180032,2000000006000,BLUSA ESTAMPADA PENCE BUSTO BLOUSE CAMISETA,BLUSAS,REGATA,TURQUESA,P,1,23999,239.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180032 - BLUSA ESTAMPADA PENCE BUSTO BLOUSE CAMISETA - Tam P Cor TURQUESA,    ,P BUSTO 89CM  ,  ,   
36642,1B180032,2000000006017,BLUSA ESTAMPADA PENCE BUSTO BLOUSE CAMISETA,BLUSAS,REGATA,TURQUESA,M,1,23999,239.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180032 - BLUSA ESTAMPADA PENCE BUSTO BLOUSE CAMISETA - Tam M Cor TURQUESA,    ,M BUSTO 93 CM,  ,   
36643,1B180184,2000000006154,BLUSA ESTAMPADO ALÇA ALGODAO,BLUSAS,REGATA,,P,1,17999,179.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180184 - BLUSA ESTAMPADO ALÇA ALGODAO - Tam P Cor ,    ,P BUSTO 89CM  ,  ,   
36644,1B180184,2000000006161,BLUSA ESTAMPADO ALÇA ALGODAO,BLUSAS,REGATA,,M,1,17999,179.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180184 - BLUSA ESTAMPADO ALÇA ALGODAO - Tam M Cor ,    ,M BUSTO 93 CM,  ,   
36645,1B180194,2000000006130,BLUSA ESTAMPADA OMBRO DECV,BLUSAS,REGATA,ESTAMPA C/ AMARELO,P,1,22999,229.99,FASHION MODA TREND >> REGATA >> 100% VISCOSE ,1B180194 - BLUSA ESTAMPADA OMBRO DECV - Tam P Cor ESTAMPA C/ AMARELO,    ,P BUSTO 89CM  ,  ,   
